Whether_to_accept_P1_offer_stage1,Reason_for_accepting_if_ACCEPT,Reason_for_rejecting_if_REJECT,Offer_to_P1_if_rejected_proceed_to_stage2,Trial,HumanP1toAIP2stage1
False,,"Rejecting 15 is optimal because if Stage 1 is rejected, I can make the Stage 2 offer. To make P1 just willing to accept in Stage 2, I need to give P1 at least what P1 could secure by rejecting and waiting for Stage 3: 0.36 × x, where x is P1's Stage 3 share. In Stage 3, P1 would offer me as little as possible while keeping me willing to accept, so I would accept any positive amount; thus P1 can effectively secure nearly the whole pie, giving a Stage 3 payoff near 36. Therefore in Stage 2 P1 needs about 36/0.6 = 60 points to accept, leaving me 40 points. My discounted payoff then would be 40 × 0.4 = 16, which is better than accepting 15 now.",60,18,15
False,,"Rejecting because 15 now is worse than what I can secure in Stage 2. In Stage 3, if Stage 2 fails, P1 can offer me as little as 0 and I would still weakly accept, so P1's continuation value at Stage 2 is 100×0.36=36. Therefore in Stage 2 I can offer P1 60 points (giving myself 40), which P1 should accept since 60×0.6=36. That gives me 40×0.4=16, which is better than accepting 15 now.",60,19,15
False,,"Rejecting 15 is optimal because if I reject now, I make the Stage 2 offer. To induce P1 to accept in Stage 2, I only need to give P1 at least what P1 can secure by rejecting Stage 2 and waiting for Stage 3. In Stage 3, P1 would offer me the minimum I would accept, which is 0, so P1 can secure 100 points there, worth 100 × 0.36 = 36 to P1. Therefore in Stage 2 I can offer P1 60 points, which gives P1 60 × 0.6 = 36, making P1 willing to accept, and I keep 40 points, worth 40 × 0.4 = 16 to me. Since 16 > 15, rejecting is better for me.",60,20,15
False,,"Rejecting is better for me. If I reject now, I make the Stage 2 offer, and P1 should accept any offer giving them at least 36 points because rejecting would lead to Stage 3 where their best possible discounted payoff is 36. So I can offer P1 36 and keep 64, giving me a Stage 2 payoff of 64×0.4=25.6, which is better than accepting 16 now.",36,1,16
False,,"Rejecting is better because if the game moves to Stage 2, as proposer I can offer P1 just enough to beat what they can guarantee themselves in Stage 3. P1 can secure at most 84 points in Stage 3 by offering me 16, which is worth 84 × 0.36 = 30.24 to them. So in Stage 2 I only need to offer P1 51 points, giving them 51 × 0.6 = 30.6, which they should accept. That would leave me 49 points in Stage 2, worth 49 × 0.4 = 19.6, which is better than accepting 16 now.",51,2,16
False,,"Rejecting is better because if I move to Stage 2 and make the offer, P1 will accept any offer giving them at least 36 points, since rejecting would lead to Stage 3 where their best possible discounted payoff is 36. So I can offer P1 36 and keep 64 for myself, giving me a discounted Stage 2 payoff of 64×0.4=25.6, which is better than accepting 16 now.",36,3,16
False,,"Rejecting is better because if Stage 2 is reached, I can make the offer. Since my Stage 2 discount factor is 0.4, I should be willing to accept any Stage 2 outcome giving me at least 16 now in discounted terms; that means I need at least 40 points in Stage 2. So I can profitably propose giving P1 60 and keeping 40 for myself, which P1 should accept because 60 at Stage 2 gives P1 36, better than what P1 can secure in Stage 3.",60,4,16
False,,"Rejecting is better because if Stage 1 offer is accepted I get 16, but in Stage 2 I can propose an allocation that gives me much more while still being acceptable to P1 given discounting. So 16 is too low.",40,5,16
False,,"Rejecting is better for me strategically. If I reject, I make the Stage 2 offer, and since my Stage 2 discount factor is 0.4, I should demand enough so that my discounted payoff exceeds the 16 points offered now. I can do better by proposing a Stage 2 split that gives me more than 40 points, while still offering P1 at least as much as their Stage 3 continuation value.",40,6,16
False,,"Rejecting is better for me strategically because in Stage 2 I make the offer. If I propose keeping at least 40 for myself, my discounted payoff would be at least 16, which weakly beats this Stage 1 offer of 16, and I can do better by asking for more.",60,7,16
False,,"Rejecting is better because if I move to Stage 2 and make the proposal, P1 should accept any offer giving them at least 36 points, since in Stage 3 they can guarantee themselves at most 36. So I can offer P1 36 and keep 64, which gives me a discounted payoff of 64×0.4=25.6, better than the 16 I get by accepting now.",36,8,16
False,,"Rejecting 16 is better because if Stage 1 is rejected, I can make the Stage 2 offer. Since P1 would only get 0.6 times their Stage 2 share, I can offer P1 60 and keep 40; if accepted, my payoff would be 40 × 0.4 = 16, matching this offer. To do better than 16, I should demand more than 40 in Stage 2, so accepting 16 now is not optimal.",59,9,16
False,,"Rejecting 16 is better for me because if Stage 1 fails, I make the offer in Stage 2. To beat 16 points now, I only need a Stage 2 offer that gives me more than 40 points, since my Stage 2 discount factor is 0.4. I can propose giving P1 60 and keeping 40, which should be acceptable to P1 because 60 at Stage 2 yields P1 36, equal to what P1 can guarantee in Stage 3 by offering me 0. So 16 is too low relative to my bargaining position.",60,10,16
False,,"Rejecting is better for me: accepting now gives me 16, but if we move to Stage 2 I can propose an allocation that gives me substantially more and still may be accepted. So 16 is too low.",60,11,16
False,,"Rejecting 16 is optimal because if I reject now, I can make the Stage 2 offer. In Stage 3, P1 can guarantee me at most 0 points by offering 0, so my continuation value after rejecting in Stage 2 is 0. Therefore in Stage 2 I can offer P1 just enough for P1 to accept: 0.36 x (P1 Stage 3 payoff) = 0.36 x 100 = 36 points to P1, leaving 64 to me. Discounted by my Stage 2 factor, that gives me 0.4 x 64 = 25.6, which is better than accepting 16 now for 16.",36,12,16
False,,"Rejecting because 16 now is worse than what I can credibly obtain by making the Stage 2 offer. In Stage 3, if Stage 2 fails, P1 would offer me at most about 44 points, giving me 44×0.16=7.04, so in Stage 2 I only need to give P1 discounted value at least 15.84, i.e. 27 points. That means I can offer P1 27 and keep 73 for myself, yielding 73×0.4=29.2, which is far better than accepting 16 now.",27,13,16
False,,"Rejecting 16 is better because if I reject now, I can make the Stage 2 offer. Since my Stage 2 discount factor is 0.4, I should demand at least 40 for myself to beat the current payoff of 16. Offering P1 0 in Stage 2 gives me 100 if accepted, worth 40 discounted, which is higher than accepting 16 now.",0,14,16
False,,"Rejecting 16 is optimal because if Stage 1 is rejected, as P2 I make the Stage 2 offer. In Stage 3, P1 would need to offer me at least 1 point for me to accept, giving P1 at most 99 points worth 99×0.36=35.64 to P1 at Stage 3. Therefore in Stage 2, P1 should accept any offer giving them at least 60 points, since 60×0.6=36 exceeds their Stage 3 continuation value. So I can offer P1 60 and keep 40; my Stage 2 payoff would be 40×0.4=16, which is at least as good as accepting 16 now, and I prefer rejection.",60,15,16
False,,"Rejecting is better for me because if Stage 1 fails, I get to make the Stage 2 offer. Since P1's Stage 2 discount factor is 0.6, I can likely secure acceptance with an offer giving P1 36 and keeping 64 for myself, which would give me 64×0.4=25.6, better than the 16 I get by accepting now.",36,16,16
False,,"Rejecting is better because if Stage 1 is rejected, I make the Stage 2 offer. In Stage 2, if I offer P1 1 point and keep 99, P1 gets 0.6 by accepting, which is better for P1 than risking Stage 3 where P1 can guarantee only 0.36 by offering me 1. So P1 should accept, and my payoff would be 99 × 0.4 = 39.6, which is much better than accepting 16 now.",1,17,16
False,,"Rejecting because accepting 16 now gives me payoff 16, while by rejecting I can make the Stage 2 offer. Since my Stage 2 payoff is discounted by 0.4, I only need to secure more than 40 points for myself there to do better than 16 now. I can propose giving P1 59 and keeping 41, which P1 should accept because 59×0.6=35.4 exceeds what P1 can guarantee in Stage 3 by rejecting.",59,18,16
False,,"Rejecting 16 is optimal because if I reject, I can make the Stage 2 offer. To make P1 just willing to accept in Stage 2, I need to give P1 at least 36 points, since rejecting Stage 2 would let P1 expect 0.36 times their Stage 3 share, and in Stage 3 P1 can profitably offer me 0 and keep 100, giving P1 36 discounted points. So in Stage 2 I can offer P1 36 and keep 64. My discounted payoff then would be 0.4 × 64 = 25.6, which is better than accepting 16 now for a payoff of 16.",36,19,16
False,,"Rejecting 16 because as P2 I can do better by moving to Stage 2 and making my own offer. In Stage 2 my payoff is discounted by 0.4, so to match 16 now I would only need 40 points then. I can propose giving P1 60 and keeping 40, which P1 should accept since 60 at Stage 2 gives P1 36, better than the 30.24 P1 could guarantee from Stage 3 by offering me 16 then. So rejecting is optimal for me.",60,20,16
False,,"Rejecting is better for me. If I reject, I make the Stage 2 offer and can propose keeping most of the surplus. Even accounting for my Stage 2 discount factor of 0.4, I can target more than the 17 points offered now by offering P1 just enough to accept.",40,1,17
False,,"Rejecting 17 is better because as P2 in Stage 2 I can make a counteroffer that gives myself much more than 17, and P1 should be willing to accept any offer giving them at least 36 points since their Stage 3 continuation value is only 0.36 times 100 = 36.",36,2,17
False,,"Rejecting is better for me. If I reject, I make the Stage 2 offer and can secure much more than 17 points while still giving P1 enough to accept relative to their discounted continuation value in Stage 3.",22,3,17
False,,"Rejecting 17 is optimal because if Stage 1 is rejected, in Stage 2 I can make a take-it-or-leave-it offer that P1 should accept as long as it gives P1 at least 36 points, since in Stage 3 P1 can secure at most 36 discounted points by offering me 0. So I can offer P1 36 and keep 64 for myself, yielding me 64 × 0.4 = 25.6, which is better than accepting 17 now.",36,4,17
False,,"Rejecting 17 is optimal because if I reject now, I can make the Stage 2 offer. In Stage 3, P1 can guarantee me at most 0.16 x 100 = 16 discounted points by offering me 100, so to get P1 to accept in Stage 2 I only need to give P1 36 points, which gives them 36 x 0.6 = 21.6, at least as good as rejecting to Stage 3 for themselves. Then I keep 64 points in Stage 2, worth 64 x 0.4 = 25.6 to me, which is better than accepting 17 now.",36,5,17
False,,"Rejecting 17 is optimal because if Stage 1 is rejected, in Stage 2 as P2 I can make a take-it-or-leave-it offer that P1 should accept as long as it gives P1 at least their Stage 3 continuation value. In Stage 3, P1 would need to offer me enough to accept rather than 0; my Stage 3 acceptance threshold is about 6.25 points, so P1 can keep at most 93.75, worth 93.75 × 0.36 = 33.75 to P1. Therefore in Stage 2, P1 should accept any offer giving them at least 33.75/0.6 = 56.25 points, so I can offer P1 57 and keep 43. My payoff then would be 43 × 0.4 = 17.2, which is better than accepting 17 now.",57,6,17
False,,"Rejecting 17 is optimal because if Stage 1 is rejected, as P2 I make the Stage 2 offer and can secure much higher discounted payoff than 17 by proposing a division favorable to myself that P1 should still prefer over risking Stage 3.",60,7,17
False,,"Rejecting is better because accepting 17 now gives me 17, while by rejecting I can make the Stage 2 offer and can secure more than that in expected terms. I should demand a larger share.",40,8,17
False,,"Rejecting 17 is better because as P2 in Stage 2 I can make a counteroffer and, accounting for discounting and likely acceptance incentives, aim for a higher payoff than 17.",40,9,17
False,,"Rejecting is better for me because if we move to Stage 2, I make the offer. Since my Stage 2 discount factor is 0.4, I should reject any Stage 1 offer below what I expect to secure by proposing then. A reasonable Stage 2 offer is to give P1 24 and keep 76, which would give me 30.4 discounted points, much better than 17 now.",24,10,17
False,,"Rejecting 17 is optimal because accepting gives me 17 now, while if we move to Stage 2 I can propose an allocation that gives myself much more and still leaves P1 at least as well off as their Stage 3 continuation value. In Stage 3, P1 would offer me only 36 points, giving me 36×0.16=5.76, so my Stage 2 minimum acceptable offer from P1 would be 15 to me since 15×0.4=6. Also, P1's Stage 3 payoff would be 64×0.36=23.04, so in Stage 2 I can offer P1 39, which gives them 39×0.6=23.4 and should be acceptable, leaving 61 for me. My Stage 2 payoff would then be 61×0.4=24.4, which is better than 17.",39,11,17
False,,"Rejecting 17 is better because as P2 in Stage 2 I can make a take-it-or-leave-it offer that P1 will accept if given at least 36 points, letting me keep 64. My discounted payoff then would be 64 × 0.4 = 25.6, which is higher than accepting 17 now.",36,12,17
False,,"Rejecting is better for me because if we move to Stage 2, I make the offer and can secure more than 17 points while still leaving P1 enough to prefer accepting over waiting for Stage 3.",22,13,17
False,,"Rejecting is better for me strategically. If I reject, I get to make the Stage 2 offer, and because I can secure much more than 17 points for myself there, accepting 17 now is not payoff-maximizing.",60,14,17
False,,"Rejecting 17 is optimal because accepting now gives me 17, while if we move to Stage 2 I can propose an allocation that gives myself far more and still leaves P1 at least as much discounted payoff as their Stage 3 fallback, so they would accept. In particular, offering P1 22 in Stage 2 gives P1 22×0.6=13.2, which is at least their Stage 3 continuation value, while I keep 78 and get 78×0.4=31.2, which is much better than 17.",22,15,17
False,,"Rejecting is better because accepting now gives me 17 points, while if we move to Stage 2 I can make the offer. Since P1 would only get 0.6 times their Stage 2 share, they should accept any Stage 2 offer giving them at least 11 points, which lets me keep up to 89 points. My discounted payoff then would be 0.4 x 89 = 35.6, which is higher than 17.",11,16,17
False,,"Rejecting 17 is optimal because if Stage 1 is rejected, in Stage 2 as proposer I can secure much more than 17 discounted points by offering P1 just enough to accept given Stage 3 continuation values. So accepting 17 now gives me a lower payoff than rejecting and making a counteroffer.",22,17,17
False,,"Rejecting is better for me because if we move to Stage 2, I can make the offer. Since my Stage 2 discount factor is 0.4, I should only accept a Stage 1 offer worth at least what I expect to secure then. I can demand substantially more than 17 now and still make P1 indifferent between accepting and waiting for Stage 3.",40,18,17
False,,"Rejecting is better for me because accepting now gives me 17 points, while if we move to Stage 2 I can make the offer. Since my Stage 2 discount factor is 0.4, I only need to secure more than 42.5 points in the Stage 2 division to beat 17 now. A proposal giving P1 58 and me 42 makes P1 indifferent to rejecting, so I will ask for 43 for myself by offering 57 to P1.",57,19,17
False,,"Rejecting is better for me because if I move to Stage 2, I can propose an allocation that gives myself more than 17 points while still leaving P1 at least as much discounted value as they could secure by rejecting and waiting for Stage 3. So 17 is too low to accept now.",40,20,17
False,,"Rejecting is better for me strategically: accepting now gives me 18 points, but if I reject I can make the Stage 2 offer. Since my Stage 2 discount factor is 0.4, I need more than 45 points in Stage 2 to beat 18 now. I can propose giving P1 55 and keeping 45, which gives me 18 in discounted value and may still be acceptable to P1 because it gives P1 55×0.6=33. So I reject and proceed to Stage 2 with a more favorable counteroffer.",55,1,18
False,,"Rejecting because 18 now is worse than what I can secure by making the Stage 2 offer. In Stage 2, P1 would compare accepting my offer with waiting for Stage 3, where P2 would accept any positive amount due to strong discounting. So P1 needs at least 36 in Stage 2, which lets me keep 64; my discounted payoff would be 0.4 × 64 = 25.6, which is better than accepting 18 now.",36,2,18
False,,"Rejecting is better for me because accepting now gives me only 18 points, while in Stage 2 I can make a counteroffer and still do better despite discounting. In Stage 3, P1 can secure acceptance by offering me at least 1 point, so P1's continuation value after rejecting my Stage 2 offer is only 35.64. Therefore in Stage 2 I can offer P1 35 points and keep 65 for myself, giving me 65 × 0.4 = 26, which is better than 18.",35,3,18
False,,"Rejecting because 18 now is lower than what I can secure by making the Stage 2 offer. In Stage 2, if I offer P1 58, P1 gets 58×0.6=34.8, which is better for P1 than waiting for Stage 3 where P1 can guarantee at most 84×0.36=30.24 by offering me 16. So P1 should accept 58 in Stage 2, leaving me 42, worth 42×0.4=16.8 to me, which is better than accepting 18 now.",58,4,18
False,,"Rejecting is better because if Stage 1 is rejected, I make the offer in Stage 2. To make me willing to accept in Stage 2, P1 would need to offer me at least as much as my Stage 3 continuation value, which is 16 points at Stage 3, worth 2.56 to me after my discount factor. So in Stage 2 I can offer P1 84 and keep 16, giving myself 6.4 payoff, which is better than accepting 18 now for payoff 18.",84,5,18
False,,"Rejecting is better because if Stage 1 is rejected, I make the Stage 2 offer. Since my Stage 2 discount factor is 0.4, I should be willing to give P1 at least 36 points to match P1's discounted continuation value in Stage 3, letting me keep 64. That would give me 64 × 0.4 = 25.6, which is better than accepting 18 now.",36,6,18
False,,"Rejecting 18 is better because if Stage 1 ends now I get 18, but in Stage 2 I make the offer and can secure much more for myself. Since P1 would prefer accepting any Stage 2 offer that gives them at least 11 points (because rejecting leads to Stage 3 where their best possible discounted payoff is 0.36 x 89 = 32.04, equivalent to 32.04/0.6 = 53.4 stage-2 points, so they need at least 11 now), I can offer P1 11 and keep 89, giving myself 89 x 0.4 = 35.6, which is better than accepting 18 now.",11,7,18
False,,"Rejecting is better because if the game moves to Stage 2, I make the offer. To make me willing to accept in Stage 3, P1 would need to offer me at least 1 point there, worth 0.16 to me, so in Stage 2 I can propose giving P1 0 and keep 100, which P1 should accept since rejecting leads to Stage 3 where P1 can get at most 99×0.36=35.64. That gives me an expected Stage 2 payoff of 100×0.4=40, which is better than accepting 18 now.",0,8,18
False,,"Rejecting is better for me strategically. If I reject, I make the Stage 2 offer, and because my Stage 2 discount factor is 0.4, I should demand enough so that my discounted payoff exceeds 18. I can do better than 18 by proposing to keep most of the surplus in Stage 2 while still offering P1 at least what P1 can expect from Stage 3.",60,9,18
False,,"Rejecting is better for me strategically. If I reject now and make a Stage 2 offer that gives myself at least 19 points, my discounted payoff exceeds the 18 points offered now. Since P1 would compare any Stage 2 offer to what they can guarantee themselves in Stage 3, I can still make an acceptable counteroffer while improving my own payoff.",53,10,18
True,"Accepting 18 now gives me a payoff of 18 immediately. If I reject, any agreement I might reach in Stage 2 is discounted by my factor 0.4, so I would need more than 45 points there just to beat 18, and Stage 3 is even worse for me with discount factor 0.16. So accepting is optimal.",,-1,11,18
False,,"Rejecting is better for me because if we move to Stage 2, I make the offer. Since my Stage 2 discount factor is 0.4, I only need at least 45 points for myself there to beat the 18 points offered now, because 45×0.4 = 18. So I should reject 18 and ask for more than 45 for myself.",54,12,18
False,,Rejecting 18 is better because if Stage 2 is reached I can propose an allocation that gives me much higher payoff and P1 should still accept rather than risk Stage 3. So 18 now is too low relative to my bargaining position.,36,13,18
False,,"Rejecting is better for me strategically. If I reject, I make the Stage 2 offer and can secure much more than 18 points even after discounting. In Stage 2, P1 would accept any offer giving them at least 36 points, since rejecting leads to Stage 3 where they can get at most 36. So I can offer P1 36 and keep 64 for myself, giving me 64 × 0.4 = 25.6, which is better than accepting 18 now.",36,14,18
False,,"Rejecting is better for me because if we move to Stage 2 I make the offer. I can propose giving P1 40 and keep 60 for myself, which P1 should accept since 40 now is worth 24 to P1, better than waiting for Stage 3 where P1 could secure at most 36. My Stage 2 payoff would then be 60 × 0.4 = 24, which is higher than accepting 18 now.",40,15,18
False,,"Rejecting is better for me strategically. If I reject, I make the Stage 2 offer, and since my Stage 2 discount factor is 0.4, I should demand at least 45 for myself there to beat the current 18. That means offering P1 55 in Stage 2, which gives me 45 discounted to 18, matching this offer; asking for slightly more for myself improves my payoff. So 18 now is too low.",54,16,18
False,,"Rejecting because 18 is below what I can secure by continuing. In Stage 2, if I offer P1 36, P1 gets 36×0.6=21.6, which is better for P1 than rejecting to Stage 3 where P1 could get at most 64×0.36=23.04 and typically less if I respond strategically. That lets me keep 64, giving me 64×0.4=25.6, which is higher than the 18 I get by accepting now.",36,17,18
False,,"Rejecting 18 is optimal because accepting now gives me 18, while if I reject I can make the Stage 2 offer and should be able to secure more than 18 points for myself. Since in Stage 2 my payoff is discounted by 0.4, I need more than 45 nominal points there to beat 18 now. By offering P1 36 in Stage 2, P1 gets 36×0.6=21.6, which is better for P1 than rejecting and waiting for Stage 3, where P1 would expect at most 64×0.36=23.04 if they make the final offer while needing to leave me enough to accept. So I reject and proceed with a Stage 2 offer favorable to me.",36,18,18
False,,"Rejecting is better for me strategically. If I reject now, I can make the Stage 2 offer. Since my Stage 2 discount factor is 0.4, I should seek more than 18/0.4 = 45 points in Stage 2 to beat this offer in discounted terms. I will propose keeping 54 for myself and giving 46 to P1, which gives me 21.6 discounted points, better than accepting 18 now.",46,19,18
False,,"Rejecting is better because as P2 in Stage 2 I can make the offer, and P1 should accept any offer giving them at least 36 points since rejecting leads to at most 36 for P1 in Stage 3. So I can offer P1 36 and keep 64, giving me a discounted payoff of 64 × 0.4 = 25.6, which is better than accepting 18 now.",36,20,18
False,,"Rejecting 19 is optimal because if Stage 1 is rejected, I can make the Stage 2 offer. To make P1 just willing to accept in Stage 2, I need to give P1 at least 36 points, since accepting 36 at Stage 2 gives P1 36×0.6=21.6, which matches what P1 could secure by waiting for Stage 3 (60×0.36=21.6). That lets me keep 64 points in Stage 2, worth 64×0.4=25.6 to me, which is better than accepting 19 now.",36,1,19
False,,"Rejecting is optimal because accepting 19 now gives me 19, while if I reject I can make the Stage 2 offer and only need P1 to get at least 22 points to match their likely Stage 3 continuation value, allowing me to keep up to 78 points; discounted by 0.4, that gives me 31.2, which is better than 19.",22,2,19
False,,"Rejecting is better for me strategically. If I reject, I make the Stage 2 offer, and with my Stage 2 discount factor of 0.4 I can still do better than 19 by offering P1 just enough to prefer accepting over waiting for Stage 3. Since P1 can expect at most 36 points in Stage 3, they should accept 22 for themselves in Stage 2, leaving 78 for me, worth 31.2 to me, which exceeds 19.",22,3,19
False,,"Rejecting 19 because I can do better by moving to Stage 2. If Stage 2 and Stage 3 are played optimally, P1 should accept any Stage 2 offer giving them at least 36 points, since rejecting leads to Stage 3 where their discounted value is 0.36 times what they get. So I can propose giving P1 36 and keep 64, which gives me 64 × 0.4 = 25.6, better than accepting 19 now.",36,4,19
False,,"Rejecting is better because if I move to Stage 2, I can propose an allocation that gives myself much more than 19 points while still leaving P1 at least as much discounted payoff as they could secure in Stage 3. So 19 is too low for me to accept now.",58,5,19
False,,"Rejecting is better for me strategically. If I reject now, I make the Stage 2 offer, and because my Stage 2 discount factor is 0.4, I only need an offer that gives P1 at least his Stage 3 continuation value. In Stage 3, P1 would optimally offer me 0 and keep 100, giving himself 36 discounted points. So in Stage 2 I can offer P1 60, which gives him 36 discounted points and leaves me 40, worth 16 to me. Since 16 is less than 19, I should actually compare correctly from my perspective: accepting now gives me 19, while rejecting and then making a minimal acceptable Stage 2 offer can still secure a favorable strategic position. I reject the low opening offer and proceed to Stage 2 with a tougher counteroffer.",60,6,19
False,,"Rejecting 19 is better because in Stage 2 I can propose an allocation that gives me much more while still leaving P1 at least as well off as what P1 can expect by waiting for Stage 3. Since P1's discounted continuation value from Stage 3 is limited, 19 is too low for me to accept now.",58,7,19
False,,"Rejecting 19 is optimal because if I reject now, I can make the Stage 2 offer. To make P1 willing to accept in Stage 2, I need to give P1 at least what they can secure in Stage 3: 36 points (since 0.36 × 100 = 36). Then I can keep 64 points, worth 0.4 × 64 = 25.6 to me, which is better than accepting 19 now.",36,8,19
False,,"Rejecting 19 is optimal because if Stage 1 is rejected, in Stage 2 I can propose an allocation that gives P1 just enough to prefer accepting over waiting for Stage 3. In Stage 3, P1 could guarantee me at most 64 points for themselves and 36 for me, so their discounted payoff there would be 64 × 0.36 = 23.04. Therefore in Stage 2 I can offer P1 39 points, giving them 39 × 0.6 = 23.4, which they should accept, while I keep 61 and get 61 × 0.4 = 24.4, which is better than accepting 19 now.",39,9,19
False,,"Rejecting is better for me strategically because if we move to Stage 2, I make the offer. To make me willing to accept in Stage 1, I should compare 19 now with what I can secure in Stage 2. In Stage 2, P1 will accept any offer that gives them at least their Stage 3 continuation value, which is 0.36 times what they expect in Stage 3. In Stage 3, P1 can offer me 0 and I would accept since rejecting gives me 0, so P1 can secure 100 for themselves, worth 36 to them. Therefore in Stage 2, P1 will accept getting 60 points, since 60 x 0.6 = 36. That lets me keep 40 points in Stage 2, worth 40 x 0.4 = 16 to me. Since 19 now is better than 16, a purely payoff-maximizing choice would be to accept. However, because 19 is a very low share and I can still make a counteroffer in Stage 2, I reject and propose a tougher split.",60,10,19
False,,"Rejecting is better for me because if we move to Stage 2, I make the offer. At Stage 2 my payoff from getting x points is 0.4x, so matching the current payoff of 19 only requires 48 points for me. That means I can propose giving P1 52 and keeping 48, which P1 should accept since 52*0.6=31.2 is better than the 29.16 they could secure in Stage 3. So 19 now is too low relative to my bargaining position.",52,11,19
True,"Accepting 19 now is better for me than rejecting and relying on later rounds. If I reject, my best possible continuation payoff is discounted in Stage 2 or Stage 3, and 19 points now gives me a higher immediate payoff with certainty.",,-1,12,19
False,,"Rejecting is better for me because if we move to Stage 2, I make the offer. Since my Stage 2 discount factor is 0.4, I only need at least 48 points in Stage 2 to beat the current offer of 19 now, and I can credibly propose giving P1 52 and keeping 48 for myself, which P1 should accept because 52 at Stage 2 gives P1 31.2, better than waiting for Stage 3 where P1 can get at most 28.8.",52,13,19
False,,"Rejecting is better because as P2 in Stage 2 I can make the offer, and P1 should accept any offer giving them at least 36 points since rejecting leads to Stage 3 where their best possible payoff is 0.36 times 100 = 36. So I can offer P1 36 and keep 64, giving myself 64 times 0.4 = 25.6, which is better than accepting 19 now.",36,14,19
False,,"Rejecting is better for me strategically. If I reject now, I make the Stage 2 offer, where I can secure more than the 19 points offered here even after my stage-2 discount factor.",60,15,19
False,,"Rejecting is better for me strategically: accepting now gives me 19, but if we move to Stage 2 I make the proposal and can seek much more. Since my Stage 2 discount factor is 0.4, I would still prefer any Stage 2 agreement giving me more than 47 points, so 19 is too low to accept.",53,16,19
False,,"Rejecting is better for me strategically. If I reject now, I get to make the Stage 2 offer. Given discounting, I can still secure a higher payoff than 19 by proposing a division that P1 should prefer to the expected Stage 3 outcome.",40,17,19
False,,"Rejecting is better for me because if we move to Stage 2, I make the offer. Since my Stage 2 discount factor is 0.4, I should demand at least enough so that my discounted payoff exceeds 19; asking to keep 48 for myself gives me 48×0.4=19.2, which is slightly better than accepting 19 now.",52,18,19
False,,"Rejecting is better because if we move to Stage 2, I can make a counteroffer that gives me more than 19 points while still being acceptable to P1 given discounting.",60,19,19
True,"Accepting 19 now gives me a certain payoff of 19, which is better than what I can guarantee myself by rejecting and waiting for later discounted stages.",,-1,20,19
False,,"Rejecting 20 is better because if Stage 2 is reached, I can propose an allocation that gives me much higher discounted payoff than 20, and P1 should still have an incentive to accept.",60,1,20
False,,"Rejecting 20 is better because if Stage 2 is reached, I can propose an offer that gives P1 just enough to accept given their discounted continuation value from Stage 3. P1 would accept 36 in Stage 2 since rejecting leads at best to 100×0.36=36 in Stage 3, so I can keep 64 for myself. My discounted payoff then would be 64×0.4=25.6, which is higher than accepting 20 now.",36,2,20
False,,"Rejecting is better for me because if Stage 2 is reached, I make the offer and can secure much more than 20. Even giving P1 58 in Stage 2 leaves me 42, worth 16.8 after my discount, which is still better than accepting 20 now.",58,3,20
False,,"Rejecting 20 is better for me because if we move to Stage 2, I can propose an allocation that gives me much more and still be acceptable for P1 given their discounting. In Stage 2, P1 would compare my offer to what they expect from Stage 3, so I can offer P1 just enough to induce acceptance and keep a larger share for myself than 20.",36,4,20
False,,"Rejecting is better for me: accepting now gives me 20, but if I reject I can make the Stage 2 offer and still do better than 20 in discounted payoff. In Stage 2, for P1 to accept, I need to give P1 at least 36 points, since rejecting would let P1 expect 0.36 times their Stage 3 share. So I can keep 64 for myself, worth 64 x 0.4 = 25.6, which is higher than 20.",36,5,20
False,,"Rejecting 20 is better because in Stage 2 I can propose an allocation that gives me much more, and P1 should accept any offer giving them at least 36 points since their Stage 3 payoff from rejecting would be at most 36. So I can offer P1 36 and keep 64, yielding me 64 × 0.4 = 25.6, which is better than accepting 20 now.",36,6,20
False,,"Rejecting 20 is optimal because if Stage 1 is rejected, in Stage 2 as P2 I can propose an allocation that gives P1 at most 36 points and keep 64 for myself, since P1 should accept any Stage 2 offer giving them at least their Stage 3 continuation value of 0.36×100 = 36. That would give me 64×0.4 = 25.6, which is better than the 20 I get by accepting now.",36,7,20
False,,"Rejecting 20 is better for me strategically: if we move to Stage 2, I can propose an offer that gives myself much more than 20, and P1 should still prefer accepting a reasonable Stage 2 offer over risking Stage 3 with discounting. So 20 is too low.",60,8,20
False,,"Rejecting 20 is optimal because if Stage 1 is rejected, I can propose in Stage 2 and only need to offer P1 enough to match what P1 can secure in Stage 3. In Stage 3, P1 can guarantee me 0 and keep 100, worth 36 to P1 after discounting, so in Stage 2 I can make P1 indifferent by offering 60 to P1, leaving 40 for me. My discounted payoff then would be 40 × 0.4 = 16, which is better than accepting 20 now.",60,9,20
False,,"Rejecting is better because 20 now gives me payoff 20, while if I reject I can make the Stage 2 offer and secure more than 20 for myself while still giving P1 enough to accept given discounting.",60,10,20
False,,"Rejecting 20 is optimal because if Stage 1 is rejected, I can propose in Stage 2 and should be able to secure at least 40 points for myself (by offering P1 60), which gives me 40×0.4=16, while accepting now gives me 20×1=20. But more strongly, in Stage 3 P1 can guarantee me only 0, so in Stage 2 P1 should accept any offer giving them at least 0. Thus I can propose giving P1 100? No, that hurts me. I should propose giving P1 0 and keep 100, yielding me 100×0.4=40, which dominates accepting 20 now.",0,11,20
